borough,cuisine,grades,name,restaurant_id,building,street,zipcode
Manhattan,American ,5.5,Tuttles,41721390,735,2 Avenue,10016.0
Brooklyn,Donuts,3.0,Dunkin Donuts,41721393,1014,Flatbush Avenue,11226.0
Brooklyn,Chicken,12.0,Crown Fried Chicken And Coffee Shop,41721394,577,Sutter Avenue,11207.0
Brooklyn,American ,4.666666666666667,Divine Bar & Grill,41721396,896,Broadway,11206.0
Brooklyn,Chicken,14.5,Crown Fried Chicken,41721402,106,Moore Street,11206.0
Staten Island,Japanese,9.0,Sushi Bento,41721414,2655,Richmond Avenue,10314.0
Manhattan,Sandwiches,7.333333333333333,Subway,41721425,1123,Broadway,10010.0
Manhattan,Mexican,6.0,El Diablito Taqueria,41721432,60,East    3 Street,10003.0
Manhattan,American ,10.75,Ready To Eat,41721444,525,Hudson Street,10014.0
Brooklyn,Chinese,11.5,Foo Lee Restaurant,41721459,2892,Fulton Street,11207.0
Brooklyn,American ,15.0,Marcus Vineyard,41721526,417,Marcus Garvey Boulevard,11216.0
Brooklyn,Italian,9.333333333333334,Ortobello Restaurant,41721535,6401,Bay Parkway,11204.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.0,Malbec Tango House,41721545,428,Lafayette Street,10003.0
Brooklyn,Sandwiches/Salads/Mixed Buffet,7.5,The Saint Catherine,41721550,660,Washington Avenue,11238.0
Manhattan,Indian,15.666666666666666,Bombayduck Co.,41721563,190,Bleecker Street,10012.0
Queens,American ,5.5,Us Airways Club,41721588,0,Us Airways Terminal,11371.0
Manhattan,American ,17.5,Cheetahs Gentlemens Club & Restaurant,41721590,252,West 43 Street,10036.0
Manhattan,Hotdogs,11.0,Frankies Dogs On The Go,41721605,23,Vanderbilt Avenue,10017.0
Manhattan,American ,12.0,Mulberry & Vine,41721670,73,Warren Street,10007.0
Manhattan,American ,6.0,Heights Tavern,41721673,3910,Broadway,10032.0
Queens,Chinese,15.0,168 Hi Tea,41721691,167-11,Union Turnpike,11366.0
Bronx,American ,6.0,Kenndy Fried Chicken,41721692,1820,Archer Street,10460.0
Brooklyn,Czech,8.0,Brooklyn Beet Company,41721701,7205,3 Avenue,11209.0
Manhattan,Steak,11.0,Prime One 16,41721716,2257,First Avenue,10029.0
Manhattan,Indonesian,8.666666666666666,Kopi Kopi,41721722,68,West    3 Street,10012.0
Brooklyn,American ,8.0,Taperia,41721733,132,Montague St,11201.0
Queens,American ,8.0,Skillman'S  Famous Pizza & Coffee Shop,41721734,46-06,Skillman Avenue,11104.0
Manhattan,"Ice Cream, Gelato, Yogurt, Ices",8.0,Davey'S Ice Cream,41721738,137,1 Avenue,10003.0
Queens,American ,11.333333333333334,Kennedy Fried Chicken,41721739,205-29,Hollis Avenue,11412.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5.0,Ny Chevillo-Tte,41721748,7814,Roosevelt Avenue,11372.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9.5,Alex Luncheonette,41721760,685,Knickerbocker Avenue,11221.0
Brooklyn,Other,8.0,Williamsburg Cinemas,41721782,217,Grand Street,11211.0
Manhattan,Café/Coffee/Tea,7.5,Sugar & Plumm,41721786,257,Bleecker Street,10014.0
Manhattan,Thai,11.0,Long Charm Thai Cuisine,41721801,693,9 Avenue,10036.0
Brooklyn,Spanish,12.0,Pastelitos Elvys,41721832,255,Wilson Avenue,11237.0
Queens,Spanish,8.0,Broadway Grill,41721850,42-13,Broadway,11103.0
Queens,Seafood,4.0,Off The Hook Raw Bar & Grill,41721872,2808,34 Street,11103.0
Manhattan,Italian,14.333333333333334,Armonie,41721903,1649,Park Avenue,10035.0
Queens,Spanish,6.5,La Gitana 3 Panaderia Y Restaurante,41721917,92-07,Jamaica Avenue,11421.0
Manhattan,Spanish,9.5,Dichter Pharmacy,41721961,,,
Brooklyn,Asian,13.0,Koda Restaurant & Lounge,41721974,985,Flushing Avenue,11206.0
Queens,Café/Coffee/Tea,8.5,Shiny Tea,41721977,13619,38 Avenue,11354.0
Bronx,Pizza,6.5,2 Bros,41722020,207,East Fordham Road,10458.0
Manhattan,American ,9.5,Chop'T Bryant Park,41722053,11,West   42 Street,10036.0
Queens,American ,11.333333333333334,Delta Sky Club,41722059,4,Jkf Intl Airport,11430.0
Bronx,Caribbean,10.5,Blue Mountain Grill,41722071,3257,White Plains Road,10467.0
Queens,Chinese,11.5,East Buffet & Restaurant,41722121,42-07,Main Street,11355.0
Queens,American ,12.333333333333334,Heaven Sports Bar,41722145,28-26,Steinway Street,11103.0
Brooklyn,Café/Coffee/Tea,10.0,Blank Cafe,41722182,25,Broadway,11249.0
Manhattan,Steak,6.5,Costata,41722204,206,Spring Street,10012.0
Manhattan,Pizza,8.0,Solo Pizza To Go,41722272,30,Lexington Avenue,10010.0
Manhattan,American ,6.0,Convene At 32 Old Slip,41722331,32,Old Slip,10005.0
Manhattan,American ,8.5,The Butterfly,41722339,225,West Broadway,10013.0
Bronx,Pizza,6.333333333333333,Fordham Pizza & Pasta,41722345,2450,Creston Avenue,10468.0
Queens,American ,13.666666666666666,Ravel Rooftop,41722420,808,Queens Plaza South,11101.0
Queens,American ,9.5,Sidetracks Restaurant,41722442,45-08,Queens Boulevard,11104.0
Brooklyn,American ,7.0,Biblio,41722445,149,North    6 Street,11249.0
Manhattan,Korean,12.0,Mk Karaoke,41722462,11,West   32 Street,10001.0
Queens,American ,15.75,Lite Bites Cafe And Grill,41722468,31-91,Steinway Street,11103.0
Brooklyn,Café/Coffee/Tea,7.333333333333333,Homecoming,41722472,107,Franklin Street,11222.0
Brooklyn,American ,9.5,River Styx,41722476,21,Greenpoint Avenue,11222.0
Manhattan,Tex-Mex,8.5,Chipotle Mexican Grill #1968,41722492,4009,Broadway,10032.0
Queens,Mediterranean,8.5,Jerusalem Pita Hot,41722495,25-13,30 Avenue,11102.0
Bronx,Spanish,9.0,"Calientito Deli, Restaurant & Lounge Bar",41722501,141,Lincoln Avenue,10454.0
Brooklyn,Pizza,5.5,Tri-Color Restaurant And Pizzeria,41722504,191,Graham Avenue,11206.0
Manhattan,Korean,11.0,Hell'S Chicken,41722525,641,10 Avenue,10036.0
Missing,Mexican,17.0,Place To Beach Cantina,41722563,49,Fanny Rd,7005.0
Manhattan,American ,21.5,Desmonds Steakhouse And Grill,41722626,515,7 Avenue,10018.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,Cafe Habana/Cafe Habana To Go,41722632,17,Prince Street,10012.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,Fula Lounge,41722637,291,Hooper Street,11211.0
Brooklyn,American ,10.5,Glady'S,41722677,788,Franklin Avenue,11238.0
Staten Island,"Ice Cream, Gelato, Yogurt, Ices",4.0,Uncle Louie G'S,41722695,7507,Amboy Road,10307.0
Brooklyn,Sandwiches,11.5,Subway,41722716,1864,86 Street,11214.0
Brooklyn,Mexican,18.5,Dos Toros Taqueria,41722719,189,Bedford Avenue,11211.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.666666666666667,Comodo,41722721,58,Macdougal Street,10012.0
Brooklyn,Indian,21.5,Agra Heights,41722730,226,Wilson Avenue,11237.0
Brooklyn,Jewish/Kosher,9.5,Hunan West,41722734,6165,Strickland Avenue,11234.0
Queens,Japanese,9.333333333333334,Sakura 7,41722751,65-54,Grand Avenue,11378.0
Manhattan,Chinese,11.8,Profit Chinese Restaurant,41722785,538,2 Avenue,10016.0
Manhattan,American ,9.0,Dig Inn,41722812,350,Hudson Street,10014.0
Manhattan,Mexican,10.0,Ponche Taqueria,41722813,420,West   49 Street,10019.0
Manhattan,Café/Coffee/Tea,9.0,The Cafe Grind,41722836,477,10 Avenue,10018.0
Queens,Spanish,8.5,Carmen'S Lunch The Best Dominican Cuisine,41722839,111-20,Roosevelt Avenue,11368.0
Brooklyn,Mediterranean,9.0,Eastwick,41722842,112,Graham Avenue,11206.0
Brooklyn,Peruvian,12.0,Desnuda Cevicheria,41722851,221,South    1 Street,11211.0
Brooklyn,Spanish,14.666666666666666,Mojito Cuban Cuisine,41722875,82,Washington Avenue,11205.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.25,Mi Candilejas Restaurant,41722899,1509,Mermaid Avenue,11224.0
Brooklyn,Chinese,16.0,No. 1 Chinese Restaurant,41722933,1011,Bedford Avenue,11205.0
Manhattan,Asian,13.333333333333334,Kumo Sushi,41722945,165,West 72 Street,10023.0
Queens,Japanese,13.333333333333334,Tanko Japanese Fusion,41722947,38-05,Bell Boulevard,11361.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",22.4,La Rubia Restaurant,50000005,3517,Broadway,10031.0
Brooklyn,Spanish,8.5,El Paraiso & Taqueria Restaurant,50000006,520,3 Avenue,11215.0
Staten Island,"Ice Cream, Gelato, Yogurt, Ices",8.5,Uncle Louie G Italian Ices & Ice Cream,50000007,382,Bay Street,10301.0
Queens,Korean,17.5,Bca Restaurant,50000008,41-06,149 Place,11355.0
Manhattan,American ,11.666666666666666,Birch,50000011,750,Columbus Avenue,10025.0
Manhattan,American ,9.333333333333334,The Musket Room,50000013,265,Elizabeth Street,10012.0
Manhattan,French,15.0,Cantine Parisienne,50000014,153,Elizabeth Street,10012.0
Manhattan,American ,10.0,Dojo,50000016,570,10 Avenue,10036.0
Bronx,Chinese,10.5,Happy Dragon,50000017,3388,Jerome Avenue,10467.0
Staten Island,Italian,8.5,Il Pomodoro,50000020,896,Huguenot Avenue,10312.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,El Eden Empanadas & Nat. Juices,50000021,2631,Marion Avenue,10458.0
Manhattan,Korean,10.0,Barn Joo,50000022,893,Broadway,10003.0
Queens,Chinese,15.666666666666666,Golden King,50000023,94-06,Lefferts Boulevard,11419.0
Brooklyn,Vietnamese/Cambodian/Malaysia,11.0,Falansai,50000024,112,Harrison Place,11237.0
Manhattan,"Ice Cream, Gelato, Yogurt, Ices",13.0,Yogurtland,50000026,358,7 Avenue,10001.0
Brooklyn,Pizza/Italian,15.333333333333334,Cypress Pizzeria & Restaurant,50000029,3326,Fulton Street,11208.0
Staten Island,Pizza,11.0,Village Maria,50000030,3995,Amboy Road,10308.0
Manhattan,Thai,9.0,Siri Thai,50000034,641,10 Avenue,10036.0
Bronx,Mexican,9.5,Taqueria Los Reyes,50000035,1380,White Plains Road,10462.0
Manhattan,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11.666666666666666,Los Americanos,50000036,305,Church Street,10013.0
Brooklyn,Chinese,8.0,Golden Place,50000037,486,Kings Highway,11223.0
Manhattan,French,7.0,Barawine,50000038,27,West  120 Street,10027.0
Manhattan,Café/Coffee/Tea,10.0,Intelligentsia Coffee,50000039,180,10 Avenue,10011.0
Brooklyn,Chinese,31.75,D & Y Restaurant,50000040,5616,7 Avenue,11220.0
Queens,Pakistani,19.75,Tawa Tandoor,50000044,37-56,74 Street,11372.0
Manhattan,Hamburgers,6.5,Burger Joint,50000045,33,West    8 Street,10011.0
Bronx,Sandwiches/Salads/Mixed Buffet,7.666666666666667,Subway,50000047,1448,East Ave,10462.0
Manhattan,Mexican,14.0,Calexico,50000051,153,Rivington Street,10002.0
Queens,Spanish,19.5,La Gata Golosa Columbian Food,50000053,30-18,Broadway,11106.0
Queens,Thai,25.0,Bankok Cuisine,50000055,107-18,70 Road,11375.0
Staten Island,American ,8.5,The Cuckoo'S Nest,50000057,772,Richmond Terrace,10301.0
Brooklyn,Thai,13.0,Nahm Thai Kitchen,50000058,194,5 Avenue,11217.0
Queens,Pizza,17.75,Boardwalk Pizzeria Restaurant,50000059,68-20,Rockaway Beach Boulevard,11692.0
Brooklyn,Russian,11.0,Kavkaz Restaurant Inc,50000060,943,Coney Island Avenue,11230.0
Manhattan,Chinese,9.666666666666666,Xi'An Famous Foods,50000061,24,West   45 Street,10036.0
Brooklyn,Eastern European,14.666666666666666,Brick Oven Bread Berikoni,50000062,125,Brighton Beach Avenue,11235.0
Queens,Café/Coffee/Tea,8.5,Comma Cafe,50000063,162-27,Depot Road,11358.0
Manhattan,French,6.666666666666667,Paname,50000064,1068,2 Avenue,10022.0
Staten Island,Asian,10.0,Miyabi Ii Asian Fusion,50000066,1348,Forest Ave,10302.0
Manhattan,American ,3.5,Olympic Pier Cafe,50000067,711,12 Avenue,10019.0
Manhattan,Bakery,17.0,Lady M Bryant Park,50000068,36,West   40 Street,10018.0
Manhattan,American ,18.333333333333332,Lyric Diner,50000069,283,3 Avenue,10010.0
Queens,American ,14.25,Nevada Diner,50000071,80-26,Queens Boulevard,11373.0
Queens,Greek,7.5,31St Avenue Gyro.,50000074,44-02,31 Avenue,11103.0
Queens,"Juice, Smoothies, Fruit Salads",2.6666666666666665,Badillo Alejandra J,50000075,50-01,69 Street,11377.0
Brooklyn,American ,8.333333333333334,Brooklyn Fare Kitchen,50000077,200,Schermerhorn Street,11201.0
Bronx,American ,9.0,Kennedy Fried Chicken,50000083,2310,Grand Concourse,10458.0
Queens,Chinese,12.666666666666666,"Claypot (Food Court, #23)",50000084,136-20,Roosevelt Avenue,11354.0
Queens,Café/Coffee/Tea,10.333333333333334,Caffe Di Fau,50000085,66-13,Myrtle Avenue,11385.0
Queens,American ,8.0,Yogurt City,50000087,153-87,Cross Island Parkway,11357.0
Manhattan,Filipino,14.25,Maharlika,50000088,111,First Avenue,10003.0
Brooklyn,Chinese,12.0,C2 Cafe,50000093,2024,86 Street,11214.0
Manhattan,Chinese,10.666666666666666,New Jing Hui Restaurant,50000095,255,West  148 Street,10039.0
Brooklyn,Other,5.0,The Ooh Lala  Lounge,50000096,391,Howard Avenue,11233.0
Bronx,Caribbean,17.333333333333332,Finger Licking Jerk,50000097,1785B,Nereid Avenue,10466.0
Staten Island,Pizza/Italian,11.5,Metro Pizza,50000098,1218,Forest Avenue,10310.0
Manhattan,American ,11.5,Nse Fifty Six,50000100,109,East 56 Street,10022.0
Bronx,African,18.333333333333332,Sanbra Door Restaurant,50000102,861,East Tremont Avenue,10460.0
Manhattan,Pizza/Italian,12.0,Goodfella'S Gramercy Brick Oven Pizza,50000103,391,2 Avenue,10010.0
Manhattan,Sandwiches/Salads/Mixed Buffet,10.0,Potbelly Sandwich Shop,50000104,333,7 Avenue,10001.0
Staten Island,Russian,9.5,Darina Cafe,50000105,315,Sand Lane,10305.0
Queens,Spanish,13.0,Dominican Restaurant,50000106,271-11,Union Turnpike,11040.0
Manhattan,Japanese,8.5,Shuka,50000107,24,Greenwich Avenue,10011.0
Manhattan,Spanish,6.666666666666667,Los Tacos # 1,50000108,75,9 Avenue,10011.0
Manhattan,Japanese,17.333333333333332,Yoshi,50000111,131,Avenue A,10009.0
Manhattan,Japanese,11.666666666666666,Yasha Raman,50000112,940,Amsterdam Avenue,10025.0
Manhattan,Spanish,7.0,Tu Cachapa,50000113,4195,Broadway,10033.0
Manhattan,Vegetarian,11.0,Blossom Du Jour,50000115,259,West   23 Street,10011.0
Manhattan,American ,12.0,Hill And Dale,50000116,115,Allen Street,10002.0
Queens,Chinese,11.666666666666666,Best New China,50000118,220-16,Hempstead Avenue,11429.0
Bronx,"Juice, Smoothies, Fruit Salads",7.0,Cortes Rivera Gregorio,50000119,1493,Zerega Avenue,10462.0
Manhattan,Russian,10.5,Korchma Taras Bulba,50000120,357,West Broadway,10013.0
Brooklyn,Chicken,7.5,Crown Fried Chicken,50000121,822,Myrtle Avenue,11206.0
Queens,Jewish/Kosher,12.0,Mazal Tov,50000122,82-62,Grenfell Street,11415.0
Queens,Caribbean,10.666666666666666,S & S Hot Spot Roti Shop & Restaurant,50000123,108-17,Liberty Avenue,11419.0
Manhattan,American ,8.5,Pret A Manger,50000124,350,Park Avenue,10022.0
Queens,American ,12.0,Woodhaven Manor Caters And Banquet Inc,50000125,96-01,Jamaica Avenue,11421.0
Brooklyn,Pizza,8.5,Lenny'S Pizza,50000128,1046,Nostrand Avenue,11225.0
Manhattan,Sandwiches/Salads/Mixed Buffet,3.0,Lenny'S Ultimate Sandwich,50000129,25,Park Place,10007.0
Queens,Chinese,10.0,Fu Xiang Ju,50000130,136-80,41 Avenue,11355.0
Queens,Sandwiches/Salads/Mixed Buffet,9.0,Subway,50000132,59-16,Kissena Boulevard,11355.0
Manhattan,African,8.0,Cross Culture Kitchen,50000133,62,East  116 Street,10029.0
Brooklyn,American ,7.333333333333333,Dynaco,50000134,1112,Bedford Avenue,11216.0
Manhattan,Chinese,12.75,Splendid China,50000135,2038,Amsterdam Avenue,10032.0
Brooklyn,"Ice Cream, Gelato, Yogurt, Ices",8.5,Frozen Planet,50000137,6340,Avenue N,11234.0
Manhattan,Korean,26.333333333333332,Food Gallery 32,50000138,11,West   32 Street,10001.0
Brooklyn,American ,10.333333333333334,Bay Bagels,50000141,6302,Bay Parkway,11204.0
Queens,American ,10.5,Betty Ann'S Place,50000142,98-18,Rockaway Boulevard,11417.0
Brooklyn,American ,13.666666666666666,Mikes Hinsch,50000145,8518,5 Avenue,11209.0
Brooklyn,Chinese,9.333333333333334,Happy Life Fast Food,50000148,985,Nostrand Avenue,11225.0
Queens,Other,11.666666666666666,Starz Princess  Queens Catering Hall,50000149,107-11,101 Avenue,11416.0
Manhattan,American ,8.5,Taszo Coffee,50000150,5,Edward M Morgan Place,10032.0
Manhattan,Café/Coffee/Tea,9.5,Macchiato Espresso Bar,50000152,565,Fifth Avenue,10017.0
Manhattan,American ,15.0,The Best Of New York Food,50000153,150,Water Street,10005.0
Brooklyn,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.5,Quetzalito Restaurant,50000154,964,Mcdonald Avenue,11230.0
Bronx,Sandwiches,15.0,Subway,50000155,1355,East Gun Hill Road,10469.0
Manhattan,American ,7.0,Hilo,50000157,675,Hudson Street,10014.0
Manhattan,American ,16.5,Charlie Bird,50000161,5,King Street,10012.0
Brooklyn,Café/Coffee/Tea,2.0,Propeller Cafe,50000162,984,Manhattan Avenue,11222.0
Manhattan,American ,9.0,Rusty Mackerel,50000163,209,Pinehurst Avenue,10033.0
Manhattan,Armenian,3.0,Amc Loews Village 7 (3Rd Fl Concession),50000164,66,3 Avenue,10003.0
Manhattan,American ,6.0,Amc Kings Village 7 Main Level,50000165,66,3 Avenue,10003.0
Manhattan,American ,8.5,Amc Empire 25 Theatres,50000167,1538,3 Avenue,10028.0
Manhattan,American ,5.0,Amc Orpheum 7,50000169,1538,3 Avenue,10028.0
Staten Island,Chinese,11.666666666666666,Crown Palace,50000171,1267,Forest Avenue,10302.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",15.0,Crazy Willys Bar,50000172,117-10,Jamaica Avenue,11418.0
Brooklyn,American ,9.333333333333334,Theresa'S Place,50000173,8308,13 Avenue,11228.0
Brooklyn,Japanese,9.0,Shamisen,50000174,384,5 Avenue,11215.0
Queens,American ,11.0,Nyc Arena,50000175,91-12,144 Place,11435.0
Queens,"Bottled beverages, including water, sodas, juices, etc.",11.333333333333334,Arabian Nights Hookah Bar & Lounge,50000176,107-04,Rockaway Boulevard,11417.0
Manhattan,"Ice Cream, Gelato, Yogurt, Ices",11.5,Yogorino,50000181,657,Broadway,10012.0
Manhattan,Mediterranean,10.333333333333334,Au Jus,50000182,1762,1 Avenue,10128.0
Queens,Mexican,10.0,El Pasotiempo,50000183,112-16,Rockaway Beach Boulevard,11694.0
Brooklyn,Café/Coffee/Tea,7.333333333333333,Aunt Chels Cafe,50000184,8702,Glenwood Road,11236.0
Manhattan,Pizza,14.666666666666666,Grandma Pizza,50000187,2551,Amsterdam Avenue,10033.0
Bronx,Chinese,21.0,Home Garden,50000188,1806,Crotona Avenue,10457.0
Queens,Other,12.666666666666666,New Garden Chinese Restaurant,50000189,76-14,Liberty Avenue,11417.0
Manhattan,"Juice, Smoothies, Fruit Salads",17.333333333333332,Elixir,50000190,434,Avenue Of The Americas,10011.0
Brooklyn,French,6.0,Le Pain Quotidien,50000192,239,5 Avenue,11215.0
Manhattan,American ,9.5,La Pain Quotidien,50000193,1399,Madison Avenue,10029.0
Manhattan,Italian,8.0,Dave'S Hoagies,50000195,26,Cedar Street,10005.0
Brooklyn,Caribbean,9.0,Golden Krust,50000196,621,Livonia Avenue,11207.0
Manhattan,American ,6.0,Maiden Lane,50000197,162-64,Avenue B,10009.0
Manhattan,Japanese,21.5,Pitaya,50000198,239,West  105 Street,10025.0
Brooklyn,Chinese,5.5,New No. 1 Restaurant,50000199,1552,Fulton Street,11216.0
Brooklyn,Chinese,18.5,Grand Fortune Cuisine,50000200,202,Avenue U,11223.0
Manhattan,Chinese,12.5,Cafe Hong Kong,50000201,51,Bayard Street,10013.0
Brooklyn,Chinese,21.75,Chung Chun Kitchen,50000202,338,Myrtle Avenue,11205.0
Queens,Spanish,17.0,Vinicio'S Restaurant,50000203,40-21,108 Street,11368.0
Staten Island,Italian,10.0,Dani'S,50000204,7331,Amboy Road,10307.0
Queens,Middle Eastern,8.5,Mia Halal Food,50000205,105-07,Crossbay Boulevard,11417.0
Manhattan,Italian,13.0,Quality Italian Steakhouse,50000207,57,West 57 Street,10019.0
Brooklyn,"Juice, Smoothies, Fruit Salads",6.0,Juice Press 8,50000208,144,N. 8Th St,11249.0
Manhattan,Italian,5.0,La Piccola Cucina,50000210,964,Amsterdam Avenue,10025.0
Brooklyn,"Ice Cream, Gelato, Yogurt, Ices",2.5,Dolly'S Italian Ices,50000214,5805,Avenue T,11234.0
Manhattan,Chinese,11.5,New Jade House,50000215,2131,Amsterdam Avenue,10032.0
Queens,"Ice Cream, Gelato, Yogurt, Ices",10.0,Yogurt City,50000216,34-49,Junction Boulevard,11372.0
Manhattan,Sandwiches/Salads/Mixed Buffet,3.5,Subway,50000219,41,3 Avenue,10003.0
Manhattan,Chinese,24.5,Division 31 Restaurant,50000220,31,Division Street,10002.0
Queens,Pizza,5.666666666666667,Papa John'S,50000222,89-53,Francis Lewis Boulevard,11427.0
Queens,Spanish,7.0,El Manaba Restaurant,50000223,341,Saint Nicholas Avenue,11385.0
Bronx,Chinese,10.0,Xing Sheng,50000224,115,Featherbed Lane,10452.0
Manhattan,"Juice, Smoothies, Fruit Salads",9.666666666666666,Goloka Juice Bar,50000225,325,East    5 Street,10003.0
Bronx,"Juice, Smoothies, Fruit Salads",6.5,Green Garden Health Foods,50000226,3543,White Plains Road,10467.0
Manhattan,American ,13.0,Bfb @ Malt'N  Mash,50000227,53,Gansevoort Street,10014.0
Bronx,Italian,8.333333333333334,Enzo'S Restaurant,50000228,1998,Williamsbridge Road,10461.0
Brooklyn,Barbecue,9.5,Morgan'S Bbq,50000229,267,Flatbush Avenue,11217.0
Manhattan,Sandwiches,10.666666666666666,Subway,50000230,561,10 Avenue,10036.0
Manhattan,American ,10.333333333333334,Palm Court,50000233,768,Fifth Avenue,10019.0
Queens,Spanish,10.666666666666666,La Gata Golosa,50000235,91-09,31 Avenue,11369.0
Brooklyn,Asian,6.333333333333333,Sweet House Frozen Yougurt And Sushi,50000237,6305,Avenue N,11234.0
Manhattan,Continental,7.0,Spring Hill Hotel,50000240,25,West 37 Street,10018.0
Queens,Chinese,10.333333333333334,Empire Chinese Restaurant,50000241,178-17,Union Turnpike,11366.0
Manhattan,Tex-Mex,15.666666666666666,Tres Carnes,50000243,688,6 Avenue,10010.0
Manhattan,Mexican,16.5,The Taco Truck,50000244,NKA,@ West 15Th Street,10004.0
Queens,American ,9.333333333333334,B.B'S Pub And Grill,50000248,171-57,46 Avenue,11358.0
Queens,Japanese,10.0,Tamashii Ramen,50000249,29-05,Broadway,11106.0
Brooklyn,Jewish/Kosher,9.5,King Solomon Catering & Restaurant,50000252,1787,Coney Island Avenue,11230.0
Manhattan,Mexican,10.5,Pinche Taquiera,50000253,103,West   14 Street,10011.0
Queens,Japanese,6.0,Mogu Sushi,50000254,133-22,39 Avenue,11354.0
Manhattan,Chinese,18.333333333333332,China Sun,50000255,1270A,St Nicholas Avenue,10033.0
Manhattan,American ,6.333333333333333,Champagne Bar And Rose Club,50000256,768,Fifth Avenue,10019.0
Manhattan,Italian,14.666666666666666,Central Market New York,50000259,23,Vanderbilt Avenue,10017.0
Brooklyn,Chinese,13.0,Far East Restaurant,50000260,471A,5 Avenue,11215.0
Manhattan,Japanese,11.0,New York Sushi Ko,50000261,91,Clinton Street,10002.0
Manhattan,American ,8.0,Masterpiece Caterers Corp.,50000263,1,Hanover Square,10004.0
Bronx,Spanish,9.0,Sabores Restaurant,50000265,582,Morris Ave.,10451.0
Queens,American ,14.0,Arena Lounge,50000266,89-25,130 Street,11418.0
Brooklyn,American ,11.5,Broken Land,50000267,105,Franklin Street,11222.0
Queens,Caribbean,20.5,Jamaica Breeze Restaurant,50000268,232-02,Merrick Boulevard,11413.0
Manhattan,Café/Coffee/Tea,11.0,Pa-Paya Seed,50000270,171,Lenox Avenue,10026.0
Brooklyn,American ,11.5,Sweet Science,50000271,135,Graham Avenue,11206.0
Brooklyn,American ,16.666666666666668,The Plank,50000272,216,Bedford Avenue,11249.0
Brooklyn,Caribbean,6.5,Golden Taste Famous Caribbean Restaurant,50000278,1171,St John Place,11213.0
Bronx,American ,9.5,Malesia Cafe,50000280,2423,Arthur Avenue,10458.0
Staten Island,American ,8.0,Dairy Queen Grill & Chill,50000281,10,Ferry Terminal Dr,10301.0
Manhattan,Pizza,6.0,Uptown Slices,50000282,272,West  135 Street,10030.0
Staten Island,American ,10.0,Havana Cigar Sports Bar,50000285,3937,Amboy Road,10308.0
Manhattan,Bagels/Pretzels,9.333333333333334,Simit And Smith,50000286,124,West 72 Street,10023.0
Bronx,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",18.666666666666668,La Fe Restaurant,50000288,1309,Bronx River Avenue,10472.0
Brooklyn,Caribbean,17.0,Soulfood Kitchen,50000289,2516,Linden Boulevard,11208.0
Queens,English,7.0,Snowdonia Pub,50000290,34-55,32 Street,11106.0
Queens,Caribbean,17.0,Clippers Ii,50000291,234-32,Merrick Boulevard,11422.0
Bronx,Chicken,15.0,Kennedy Fried Chicken,50000293,934,Morris Avenue,10456.0
Manhattan,"Ice Cream, Gelato, Yogurt, Ices",8.666666666666666,Rita'S,50000294,2486,Broadway,10025.0
Manhattan,Café/Coffee/Tea,10.0,Dunkin Donuts,50000296,1433,2 Avenue,10021.0
Manhattan,Donuts,8.75,Dunkin Donuts/Baskin Robbins,50000297,875,3 Avenue,10022.0
Manhattan,American ,15.5,Copia Nyc,50000298,307,East   53 Street,10022.0
Bronx,Sandwiches,5.666666666666667,Subway,50000302,5987,Broadway,10463.0
Queens,American ,13.5,New Traditions,50000303,84-28,164 Street,11432.0
Manhattan,Donuts,10.333333333333334,Dunkin Donuts,50000305,800,2 Avenue,10017.0
Brooklyn,Chinese,12.0,Seaport Buffet,50000306,2027,Emmons Avenue,11235.0
Bronx,Chicken,15.5,Johnny'S Fried Chicken,50000307,1350,Shakespeare Avenue,10452.0
Brooklyn,Italian,12.5,Armando'S Kitchen,50000309,1345,Rockaway Parkway,11236.0
Queens,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.666666666666667,La Calenita Bakery,50000310,40-06,83 Street,11373.0
Manhattan,American ,11.0,Omar'S,50000312,21,West    9 Street,10011.0
Queens,Chinese,11.666666666666666,Sweet Garden,50000314,79-22,Parsons Boulevard,11366.0
Manhattan,Indian,10.666666666666666,Chal Chilli,50000317,124,Lexington Avenue,10016.0
Manhattan,American ,18.0,Corbet & Conley,50000318,333,East 23 Street,10010.0
Brooklyn,Jewish/Kosher,11.5,Ny Kao Sushi Inc,50000321,1320,East 19 Street,11230.0
